,2PM,2PA,3PM,3PA,FTM,FTA,OFF,DEF,AST,TO,STL,BLK,PF,Fls on:,+/-,GW,GP,MINS,FGM,FGA,FG%,2P%,3P%,FT%,PTS,REB,STK
UP,107.0,281.0,43.0,159.0,104.0,169.0,89.0,186.0,96.0,113.0,48.0,25.0,164.0,155.0,-75.0,11.0,7.0,1400.0,150.0,440.0,34.09090909090909,38.07829181494662,27.044025157232703,61.53846153846154,447.0,275.0,73.0
FEU,128.0,325.0,46.0,165.0,68.0,116.0,95.0,225.0,129.0,89.0,55.0,24.0,132.0,126.0,46.0,85.0,7.0,1400.0,174.0,490.0,35.51020408163265,39.38461538461539,27.87878787878788,58.62068965517241,462.0,320.0,79.0
AdU,106.0,280.0,49.0,180.0,76.0,113.0,97.0,198.0,111.0,86.0,54.0,13.0,129.0,137.0,25.0,52.0,7.0,1400.0,155.0,460.0,33.69565217391305,37.857142857142854,27.22222222222222,67.2566371681416,435.0,295.0,67.0
DLSU,128.0,302.0,38.0,170.0,78.0,123.0,86.0,185.0,96.0,107.0,67.0,25.0,144.0,133.0,-81.0,11.0,7.0,1400.0,166.0,472.0,35.16949152542373,42.384105960264904,22.352941176470587,63.41463414634146,448.0,271.0,92.0
UST,138.0,287.0,42.0,159.0,91.0,132.0,77.0,207.0,117.0,94.0,41.0,25.0,138.0,147.0,6.0,40.0,7.0,1400.0,180.0,446.0,40.35874439461883,48.08362369337979,26.41509433962264,68.93939393939394,493.0,284.0,66.0
UE,112.0,250.0,49.0,174.0,77.0,139.0,78.0,206.0,127.0,105.0,48.0,26.0,159.0,144.0,2.0,28.0,7.0,1400.0,161.0,424.0,37.971698113207545,44.8,28.160919540229884,55.39568345323741,448.0,284.0,74.0
NU,114.0,273.0,50.0,172.0,101.0,146.0,102.0,217.0,114.0,105.0,45.0,24.0,147.0,160.0,29.0,65.0,7.0,1400.0,164.0,445.0,36.853932584269664,41.75824175824176,29.069767441860463,69.17808219178082,479.0,319.0,69.0
ADMU,147.0,283.0,30.0,129.0,105.0,155.0,78.0,242.0,106.0,108.0,27.0,18.0,158.0,157.0,48.0,73.0,7.0,1400.0,177.0,412.0,42.96116504854369,51.9434628975265,23.25581395348837,67.74193548387096,489.0,320.0,45.0
League,122.5,285.125,43.375,163.5,87.5,136.625,87.75,208.25,112.0,100.875,48.125,22.5,146.375,144.875,0.0,45.625,7.0,1400.0,165.875,448.625,36.97408748955141,42.96361245067953,26.529051987767584,64.04391582799634,462.625,296.0,70.625
