,2PM,2PA,3PM,3PA,FTM,FTA,OFF,DEF,AST,TO,STL,BLK,PF,Fls on:,+/-,GW,GP,MINS,FGM,FGA,FG%,2P%,3P%,FT%,PTS,REB,STK
NU,43.0,97.0,9.0,39.0,25.0,34.0,35.0,62.0,36.0,37.0,15.0,10.0,30.0,43.0,1.0,12.0,2.0,400.0,52.0,136.0,38.23529411764706,44.329896907216494,23.076923076923077,73.52941176470588,138.0,97.0,25.0
FEU,33.0,93.0,11.0,46.0,22.0,34.0,36.0,63.0,30.0,30.0,20.0,11.0,36.0,37.0,14.0,31.0,2.0,400.0,44.0,139.0,31.654676258992804,35.483870967741936,23.91304347826087,64.70588235294117,121.0,99.0,31.0
UP,15.0,44.0,4.0,22.0,19.0,40.0,18.0,22.0,19.0,9.0,7.0,4.0,26.0,29.0,-16.0,0.0,1.0,200.0,19.0,66.0,28.78787878787879,34.09090909090909,18.181818181818183,47.5,61.0,40.0,11.0
DLSU,44.0,99.0,6.0,41.0,21.0,26.0,26.0,55.0,28.0,31.0,18.0,5.0,36.0,30.0,-33.0,0.0,2.0,400.0,50.0,140.0,35.714285714285715,44.44444444444444,14.634146341463415,80.76923076923077,127.0,81.0,23.0
AdU,35.0,88.0,16.0,58.0,11.0,18.0,31.0,63.0,41.0,29.0,16.0,2.0,37.0,29.0,18.0,14.0,2.0,400.0,51.0,146.0,34.93150684931507,39.77272727272727,27.586206896551722,61.111111111111114,129.0,94.0,18.0
UE,20.0,32.0,7.0,32.0,9.0,14.0,12.0,32.0,24.0,14.0,6.0,1.0,24.0,17.0,15.0,14.0,1.0,200.0,27.0,64.0,42.1875,62.5,21.875,64.28571428571429,70.0,44.0,7.0
ADMU,47.0,91.0,10.0,38.0,27.0,41.0,22.0,66.0,45.0,22.0,7.0,8.0,48.0,46.0,26.0,26.0,2.0,400.0,57.0,129.0,44.18604651162791,51.64835164835165,26.31578947368421,65.85365853658537,151.0,88.0,15.0
UST,35.0,78.0,7.0,40.0,28.0,37.0,16.0,56.0,31.0,25.0,8.0,4.0,38.0,42.0,-25.0,0.0,2.0,400.0,42.0,118.0,35.59322033898305,44.87179487179487,17.5,75.67567567567568,119.0,72.0,12.0
League,34.0,77.75,8.75,39.5,20.25,30.5,24.5,52.375,31.75,24.625,12.125,5.625,34.375,34.125,0.0,12.125,1.75,350.0,42.75,117.25,36.46055437100213,43.72990353697749,22.151898734177216,66.39344262295081,114.5,76.875,17.75
