,2PM,2PA,3PM,3PA,FTM,FTA,OFF,DEF,AST,TO,STL,BLK,PF,Fls on:,+/-,GW,GP,MINS,FGM,FGA,FG%,2P%,3P%,FT%,PTS,REB,STK
FEU,93.0,233.0,27.0,99.0,47.0,78.0,66.0,166.0,92.0,74.0,45.0,20.0,92.0,92.0,36.0,72.0,5.0,1000.0,120.0,332.0,36.144578313253014,39.91416309012875,27.272727272727273,60.256410256410255,314.0,232.0,65.0
NU,91.0,207.0,32.0,111.0,76.0,110.0,77.0,163.0,89.0,84.0,36.0,17.0,101.0,114.0,33.0,52.0,5.0,1000.0,123.0,318.0,38.679245283018865,43.96135265700483,28.82882882882883,69.0909090909091,354.0,240.0,53.0
UST,67.0,152.0,23.0,92.0,49.0,68.0,37.0,115.0,60.0,50.0,20.0,12.0,81.0,82.0,-15.0,14.0,4.0,800.0,90.0,244.0,36.885245901639344,44.078947368421055,25.0,72.05882352941177,252.0,152.0,32.0
AdU,91.0,239.0,40.0,159.0,70.0,100.0,85.0,175.0,98.0,77.0,46.0,9.0,116.0,119.0,24.0,41.0,6.0,1200.0,131.0,398.0,32.914572864321606,38.07531380753138,25.157232704402517,70.0,372.0,260.0,55.0
UP,77.0,206.0,25.0,112.0,80.0,132.0,70.0,125.0,62.0,74.0,34.0,19.0,114.0,114.0,-76.0,0.0,5.0,1000.0,102.0,318.0,32.075471698113205,37.37864077669903,22.321428571428573,60.60606060606061,309.0,195.0,53.0
ADMU,88.0,170.0,16.0,83.0,52.0,78.0,56.0,139.0,68.0,62.0,15.0,12.0,99.0,85.0,30.0,39.0,4.0,800.0,104.0,253.0,41.10671936758893,51.76470588235294,19.27710843373494,66.66666666666667,276.0,195.0,27.0
UE,78.0,164.0,23.0,86.0,48.0,91.0,51.0,125.0,80.0,64.0,29.0,14.0,90.0,91.0,16.0,28.0,4.0,800.0,101.0,250.0,40.4,47.5609756097561,26.74418604651163,52.747252747252745,273.0,176.0,43.0
DLSU,94.0,226.0,26.0,119.0,59.0,88.0,70.0,130.0,72.0,76.0,50.0,14.0,103.0,92.0,-48.0,11.0,5.0,1000.0,120.0,345.0,34.78260869565217,41.5929203539823,21.84873949579832,67.04545454545455,325.0,200.0,64.0
League,84.875,199.625,26.5,107.625,60.125,93.125,64.0,142.25,77.625,70.125,34.375,14.625,99.5,98.625,0.0,32.125,4.75,950.0,111.375,307.25,36.24898291293735,42.517219787100814,24.62253193960511,64.56375838926175,309.375,206.25,49.0
