PLAYER,TEAM,SP,GP,MPG,EWA,PER,WS,OWS,DWS,EFF,GmSc,TS%,EFG%,PPWS,FTR,REB%,OREB%,DREB%,AR,pAST%,hAST%,TOR,hTO%,AST/TO,STL/TO,PPR,USG%,STL%,BLK%,aSP,ORtg,DRtg,Floor%,Stop%,FFI,PIE,AV,DRE/100,DRE/75,POS
K. Quiambao,DLSU,85.0,12.0,29.916666666675,2.9362172834286167,27.259545235904945,2.6236963227451118,1.829333454060991,0.794362868684121,18.75,12.924999999999999,51.51632970451011,46.7032967032967,1.0303265940902022,0.2967032967032967,14.091508843007631,5.329289666121265,22.348841784794597,7.1141148015993725,28.897130350183133,16.794625719769673,5.371882605289321,12.681656155744447,1.3243243243243243,0.32432432432432434,-1.151959424548084,28.813139065101925,,19.906310368787928,84.12371134020619,104.85798184608906,79.84797604042794,45.41789640135983,0.6721614872690578,47.85475541377006,17.72767462422635,2.7664166758624407,12.638603701993118,9.478952776494838,57.39763058666599
M. Phillips,DLSU,76.58333333333333,12.0,22.862499999991666,2.7703789186058354,31.11692592090308,1.9888448465129902,0.9713768909441352,1.017467955568855,18.166666666666668,11.300000000000002,48.78048780487805,46.46017699115044,0.975609756097561,0.5309734513274337,24.021981490840066,18.480115632832973,29.244520505727795,5.509501061841807,21.83031643483243,14.32806324110672,6.4594150380214295,16.798418972332016,0.8529411764705882,0.6470588235294118,-5.101947560015485,26.930971710740305,,121.55897687089785,75.79381443298969,96.47866044476994,68.87043168018899,47.90053863234384,0.9293729906744022,53.629841933432914,13.660477453580901,2.701612614554064,17.56066217224447,13.170496629183353,43.86362103465651
P. Momowei,UE,73.9090909090909,11.0,35.707575757581814,1.3372577788700881,17.663182761136557,0.9806115689350385,-0.041404702050064746,1.0220162709851033,15.545454545454545,8.509090909090906,42.94443163477058,40.6015037593985,0.8588886326954116,0.6917293233082706,19.94025428731005,9.795562351473695,30.317622643693106,2.8437915346359897,12.684343388235087,8.248102936324646,6.967289259858175,20.207852193995382,0.40816326530612246,0.30612244897959184,-9.382554182723375,27.45246122473623,,72.1785092644275,73.9090909090909,77.29959458189465,77.18823321107617,39.80553901984744,0.8295328985968156,51.83383150871366,13.72079089275015,2.2517894914744274,8.712815165568939,6.534611374176704,63.935130126004424
M. Konateh,FEU,67.75,12.0,34.74305555555,2.91904009219354,24.89300560138306,2.1030290139210246,1.0536845163007855,1.0493444976202388,23.0,12.575000000000001,51.63878456811199,48.0,1.0327756913622397,0.39,21.183264423782788,14.885586606450609,27.090128901386908,1.3151778019456695,5.3768111303658905,6.4867669953295275,3.5509800652533072,17.514270887389724,0.37037037037037035,0.4074074074074074,-4.846508786209609,15.980994312300291,,154.37322545179387,66.36734693877551,99.83543243648502,77.42522858671207,49.984705923550166,0.8251774292481967,52.139372304976796,19.71201588877855,3.224501006354175,13.28299584758196,9.96224688568647,63.36278882600535
J. Cagulangan,UP,64.88888888888889,9.0,23.17037037037778,1.5811329248321968,26.060139924448688,1.2326252097789347,0.9116156307461449,0.3210095790327898,12.0,8.822222222222223,51.936264622831786,48.924731182795696,1.0387252924566357,0.15053763440860216,8.142128429913056,8.40036656144727,7.912404092069082,10.638570955056885,40.892675903397354,24.82856467249941,7.09238063670459,16.55237644833294,1.5,0.42857142857142855,0.0,27.074101697881044,,0.0,64.88888888888889,100.44354427335614,84.9055672617276,43.91197352063581,0.5789939677749572,46.73493514236062,9.949972206781545,1.5953226156035991,3.4937353107233236,2.6203014830424927,43.86554064809275
M. Tounkara,UST,61.0,11.0,28.883333333336363,2.2715332682310594,25.19060862134171,1.2628228741570995,1.1807219460041403,0.08210092815295922,17.363636363636363,10.718181818181819,55.73905862923204,53.383458646616546,1.1147811725846408,0.21052631578947367,16.548870829356748,9.916352781348493,23.582940074426045,2.0253454756707696,8.671347008830915,6.475285991797971,4.725806109898463,15.1090006475286,0.42857142857142855,0.21428571428571427,-6.180707044685531,24.804618699108588,,54.18672089629853,60.371134020618555,100.46130984448457,94.18907967446854,47.001474492982204,0.6182976885358077,50.31309722428381,11.424038080126934,2.4465592098440516,8.764085428845839,6.573064071634379,53.8628645835247
N. Cabanero,UST,58.583333333333336,12.0,29.78055555555,2.1364513415739537,22.836417861853693,1.3426659092919098,1.478608995763074,-0.13594308647116413,12.333333333333334,9.941666666666668,47.86150712830957,44.41176470588235,0.9572301425661914,0.35294117647058826,8.250149055529578,5.343108345018172,11.33319014308656,3.6012648822612765,15.009980863567943,10.238907849829351,2.1007378479857444,5.972696245733788,1.7142857142857142,0.8571428571428571,0.5494954686730464,26.770443535881196,,6.88209695555079,57.979381443298976,101.66913303653166,98.8768241041648,48.54713748390671,0.5123096295740729,48.60226073641896,8.925029750099167,2.0205843820108123,4.9689404131947255,3.726705309896044,55.53604262356222
F. Padrigao,UST,58.0,12.0,26.794444444449997,0.8834637314803501,16.342793179375292,0.4765995035643269,0.5171120806167759,-0.04051257705244904,9.333333333333334,6.075,41.628475404827384,39.83739837398374,0.8325695080965476,0.14634146341463414,5.960232346650793,1.4846429755058381,10.706786418762771,12.174600605595064,43.49326932289186,30.554160388414537,5.8371372766551675,14.649254980746695,2.085714285714286,0.4857142857142857,4.173349535304752,23.463706020387722,,0.0,57.402061855670105,87.31520444214478,97.00994816955765,36.58724938845958,0.5545189606497877,41.96772557675038,6.783022610075367,1.639435074536705,3.144436679655182,2.3583275097413865,49.96741601968959
V. David,DLSU,56.333333333333336,12.0,22.127777777774998,0.9693105080800409,18.157361742057972,1.3046434137195042,0.7612846355746467,0.5433587781448576,11.083333333333334,6.124999999999999,46.92600652883569,45.0,0.9385201305767139,0.11428571428571428,12.060227257712816,4.683365843296133,19.01202788430995,10.599709188325471,35.0798080142924,36.35873956369513,4.122109128793239,14.139509830325883,2.5714285714285716,0.47619047619047616,5.39115408860208,15.167449607135286,,0.0,55.75257731958763,103.3653173155289,81.0691876297833,42.19209475492626,0.6435476499147001,44.620431600746635,9.416445623342176,1.8649596331592313,10.100023121514019,7.5750173411355135,42.45399491673134
J. Figueroa,NU,54.333333333333336,12.0,30.240277777775002,0.8957398424549124,15.781476369819151,0.7886330575419178,0.38519942107900235,0.4034336364629154,11.5,6.341666666666668,45.52980132450331,41.92307692307693,0.9105960264900662,0.26153846153846155,11.356199723758259,5.177061339998317,17.499273097496253,5.29222792028725,21.74913537477712,15.91198399709038,6.0482604803282864,18.18512456810329,0.875,0.3,-4.662405491651302,23.277309838015263,,14.101696933577504,54.333333333333336,84.33864810412082,88.01121504289002,39.440798803536005,0.6542694408072676,45.215654840225284,10.171306209850107,1.9172997695449094,3.33427575075192,2.50070681306394,55.112264826802026
