,TEAM,MINS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP
F. Edu,ADMU,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,5.0,0.0,1.0
S. Quitevis,ADMU,27.2666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,3.0,0.0,-6.0,0.0,1.0
I. Espinosa,ADMU,19.5166666667,2.0,8.0,25.0,2.0,6.0,33.333333333333336,0.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,-17.0,0.0,1.0
S. Tuano,ADMU,19.8166666667,4.0,12.0,33.333333333333336,4.0,10.0,40.0,0.0,2.0,0.0,3.0,10.0,30.0,11.0,4.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,1.0,6.0,-12.0,0.0,1.0
J. Lazaro,ADMU,23.8,5.0,12.0,41.666666666666664,5.0,12.0,41.666666666666664,0.0,0.0,0.0,1.0,3.0,33.333333333333336,11.0,6.0,5.0,11.0,3.0,0.0,0.0,1.0,1.0,2.0,5.0,-8.0,0.0,1.0
J. Bahay,ADMU,20.4666666667,3.0,11.0,27.272727272727273,1.0,4.0,25.0,2.0,7.0,28.571428571428573,5.0,6.0,83.33333333333333,13.0,0.0,5.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0
K. Ong,ADMU,5.2833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.0,0.0,1.0
W. Espina,ADMU,17.6333333333,1.0,8.0,12.5,0.0,3.0,0.0,1.0,5.0,20.0,4.0,5.0,80.0,7.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,-8.0,0.0,1.0
C. Koon,ADMU,7.3,1.0,3.0,33.333333333333336,1.0,3.0,33.333333333333336,0.0,0.0,0.0,1.0,2.0,50.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,-2.0,0.0,1.0
K. Porter,ADMU,19.8666666667,1.0,4.0,25.0,1.0,3.0,33.333333333333336,0.0,1.0,0.0,1.0,4.0,25.0,3.0,3.0,3.0,6.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,-9.0,0.0,1.0
A. Balogun,ADMU,6.2,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,2.0,5.0,40.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,5.0,3.0,-6.0,0.0,1.0
A. Bongo,ADMU,20.8833333333,0.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,3.0,66.66666666666667,2.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,-12.0,0.0,1.0
K. Gamber,ADMU,7.8666666667000005,1.0,3.0,33.333333333333336,0.0,0.0,0.0,1.0,3.0,33.333333333333336,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,1.0
J. Calisay,AdU,17.6666666667,0.0,7.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,5.0,1.0,1.0
M. Erolon,AdU,11.5166666667,4.0,9.0,44.44444444444444,3.0,6.0,50.0,1.0,3.0,33.333333333333336,1.0,2.0,50.0,10.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,11.0,1.0,1.0
R. Mantua,AdU,16.9333333333,4.0,6.0,66.66666666666667,1.0,1.0,100.0,3.0,5.0,60.0,3.0,4.0,75.0,14.0,1.0,3.0,4.0,2.0,0.0,2.0,1.0,3.0,0.0,2.0,15.0,1.0,1.0
J. Yerro,AdU,18.6166666667,2.0,7.0,28.571428571428573,0.0,2.0,0.0,2.0,5.0,40.0,0.0,0.0,0.0,6.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,5.0,1.0,1.0
M. Montebon,AdU,21.2166666667,3.0,10.0,30.0,2.0,5.0,40.0,1.0,5.0,20.0,4.0,4.0,100.0,11.0,2.0,3.0,5.0,2.0,4.0,1.0,0.0,1.0,2.0,3.0,8.0,1.0,1.0
A. Fransman,AdU,21.7833333333,1.0,5.0,20.0,1.0,2.0,50.0,0.0,3.0,0.0,2.0,2.0,100.0,4.0,2.0,7.0,9.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0
F. Dignadice,AdU,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,1.0
E. Ramos,AdU,11.4833333333,0.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,4.0,75.0,3.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,-10.0,1.0,1.0
A. Ignacio,AdU,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,1.0
J. Barcelona,AdU,2.9666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
