,2PM,2PA,3PM,3PA,FTM,FTA,OFF,DEF,AST,TO,STL,BLK,PF,Fls on:,+/-,GW,GP,MINS,FGM,FGA,FG%,2P%,3P%,FT%,PTS,REB,STK
UE,20.0,32.0,7.0,32.0,9.0,14.0,12.0,32.0,24.0,14.0,6.0,1.0,24.0,17.0,15.0,14.0,1.0,200.0,27.0,64.0,42.1875,62.5,21.875,64.28571428571429,70.0,44.0,7.0
FEU,12.0,34.0,7.0,30.0,14.0,18.0,17.0,39.0,15.0,16.0,8.0,9.0,16.0,19.0,12.0,16.0,1.0,200.0,19.0,64.0,29.6875,35.294117647058826,23.333333333333332,77.77777777777777,59.0,56.0,17.0
ADMU,24.0,44.0,5.0,15.0,14.0,24.0,11.0,35.0,23.0,16.0,2.0,6.0,30.0,26.0,16.0,14.0,1.0,200.0,29.0,59.0,49.152542372881356,54.54545454545455,33.333333333333336,58.333333333333336,77.0,46.0,8.0
UST,13.0,39.0,3.0,17.0,20.0,26.0,10.0,25.0,12.0,14.0,4.0,0.0,18.0,24.0,-15.0,0.0,1.0,200.0,16.0,56.0,28.571428571428573,33.333333333333336,17.647058823529413,76.92307692307692,55.0,35.0,4.0
UP,15.0,44.0,4.0,22.0,19.0,40.0,18.0,22.0,19.0,9.0,7.0,4.0,26.0,29.0,-16.0,0.0,1.0,200.0,19.0,66.0,28.78787878787879,34.09090909090909,18.181818181818183,47.5,61.0,40.0,11.0
AdU,19.0,52.0,1.0,21.0,6.0,9.0,16.0,27.0,14.0,12.0,6.0,1.0,19.0,16.0,-12.0,0.0,1.0,200.0,20.0,73.0,27.397260273972602,36.53846153846154,4.761904761904762,66.66666666666667,47.0,43.0,7.0
League,17.166666666666668,40.833333333333336,4.5,22.833333333333332,13.666666666666666,21.833333333333332,14.0,30.0,17.833333333333332,13.5,5.5,3.5,22.166666666666668,21.833333333333332,0.0,7.333333333333333,1.0,200.0,21.666666666666668,63.66666666666667,34.031413612565444,42.04081632653061,19.708029197080293,62.59541984732824,61.5,44.0,9.0
