,TEAM,MINS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP
M. Reyes,ADMU,2.4833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0
I. Espinosa,ADMU,103.74999999989998,7.0,28.0,25.0,6.0,18.0,33.333333333333336,1.0,10.0,10.0,5.0,8.0,62.5,20.0,4.0,14.0,18.0,12.0,5.0,7.0,3.0,10.0,11.0,15.0,-23.0,1.0,6.0
K. Porter,ADMU,139.8333333334,16.0,48.0,33.333333333333336,9.0,23.0,39.130434782608695,7.0,25.0,28.0,7.0,14.0,50.0,46.0,11.0,33.0,44.0,3.0,6.0,6.0,2.0,8.0,13.0,9.0,-14.0,1.0,6.0
W. Espina,ADMU,55.6333333332,4.0,20.0,20.0,1.0,8.0,12.5,3.0,12.0,25.0,4.0,7.0,57.142857142857146,15.0,3.0,4.0,7.0,7.0,4.0,3.0,1.0,4.0,7.0,4.0,8.0,1.0,6.0
C. Koon,ADMU,95.98333333330001,8.0,33.0,24.242424242424242,3.0,14.0,21.428571428571427,5.0,19.0,26.31578947368421,3.0,7.0,42.857142857142854,24.0,3.0,8.0,11.0,10.0,2.0,2.0,0.0,2.0,9.0,10.0,3.0,1.0,4.0
F. Edu,ADMU,11.3166666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,2.0,7.0,1.0,3.0
S. Quitevis,ADMU,164.95000000010003,6.0,15.0,40.0,4.0,7.0,57.142857142857146,2.0,8.0,25.0,6.0,6.0,100.0,20.0,4.0,10.0,14.0,17.0,5.0,3.0,0.0,3.0,18.0,7.0,-35.0,1.0,6.0
K. Ong,ADMU,31.633333333299998,2.0,3.0,66.66666666666667,2.0,3.0,66.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,6.0,0.0,1.0,0.0,2.0,2.0,6.0,2.0,-9.0,1.0,5.0
S. Tuano,ADMU,127.0,28.0,55.0,50.90909090909091,25.0,44.0,56.81818181818182,3.0,11.0,27.272727272727273,14.0,35.0,40.0,73.0,12.0,10.0,22.0,5.0,11.0,6.0,0.0,6.0,12.0,23.0,-26.0,1.0,6.0
K. Gamber,ADMU,28.816666666699998,5.0,14.0,35.714285714285715,0.0,3.0,0.0,5.0,11.0,45.45454545454545,0.0,0.0,0.0,15.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,-23.0,1.0,5.0
J. Bahay,ADMU,139.9666666667,16.0,68.0,23.529411764705884,7.0,19.0,36.8421052631579,9.0,49.0,18.367346938775512,11.0,17.0,64.70588235294117,52.0,4.0,16.0,20.0,30.0,6.0,5.0,0.0,5.0,12.0,17.0,-2.0,1.0,6.0
