,TEAM,MINS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP
League,League,258.51611378541224,32.48657483752657,86.79779726597562,37.42787934811011,24.061648493266432,55.47449475957271,43.37425441646648,8.424926344260136,31.32330250640291,26.89667330747761,16.428225232082994,25.937643123661548,63.33738633752882,89.82630125139626,17.446808021287612,40.25046094731537,57.697268968602984,20.00023536104117,19.89381153790356,8.796780690274531,4.320578604837878,13.117359295112408,23.18956836931518,26.79501049924805,3.8928693270890533,6.420585581337724,12.87600766341654
