PLAYER,TEAM,SP,GP,MPG,EWA,PER,WS,OWS,DWS,EFF,GmSc,TS%,EFG%,PPWS,FTR,REB%,OREB%,DREB%,AR,pAST%,hAST%,TOR,hTO%,AST/TO,STL/TO,PPR,USG%,STL%,BLK%,aSP,ORtg,DRtg,Floor%,Stop%,FFI,PIE,AV,DRE/100,DRE/75,POS
A. Bongo,ADMU,33.142857142857146,14.0,20.36547619047857,0.7975285640001916,16.442373579143734,0.6908073767710787,0.6928802943443564,-0.0020729175732776706,7.071428571428571,4.614285714285715,45.54455445544555,40.55555555555556,0.9108910891089109,0.2777777777777778,9.411957835639312,5.2885343785470385,14.453456381066907,3.729025008158418,15.212899102410807,14.615384615384617,1.9626447411360097,7.6923076923076925,1.9,1.0,0.9583618995000626,18.33388247766835,,18.047768129939264,32.849557522123895,97.76439287565975,96.23514871496388,39.72874098029086,0.5636759171366813,45.955934579314295,5.321413367390379,1.4945384795896173,6.218312712315468,4.6637345342366014,36.3940401089743
I. Espinosa,ADMU,32.07142857142857,14.0,17.175,0.8574599657138464,17.987787611082684,0.572352023004121,0.5009540781259624,0.07139794487815863,6.5,4.3357142857142845,46.728971962616825,41.30434782608695,0.9345794392523366,0.4057971014492754,7.507871503165302,2.2132755400735085,13.981302651897494,6.981693405410199,29.098487651168366,23.749208359721344,3.4908467027050993,11.874604179860672,2.0,0.8666666666666667,2.1307310530709986,18.864520114115013,,32.100558265638085,31.787610619469024,93.78115961102709,94.00035563741167,42.89493345315895,0.6154749679613665,47.17863908451235,5.661983822903363,1.4030131756964452,6.71460523200261,5.035953924001957,30.69251281066878
J. Lazaro,ADMU,39.0,13.0,22.217948717938462,0.9845855251069917,17.671760780609233,0.5093867409500562,0.43705913125728324,0.07232760969277292,8.76923076923077,5.4692307692307685,41.390728476821195,41.66666666666667,0.8278145695364238,0.28431372549019607,14.020731368234916,10.748051717473874,18.022069060240263,3.4873014688943824,15.66933642852059,12.264922322158627,2.7123455869178534,9.539384028345598,1.2857142857142858,0.7142857142857143,-0.7095223751337446,20.993639004786985,,35.631063981425235,38.65486725663717,88.37704420605206,94.34211988997478,42.00769547986042,0.6075534006062502,47.402896495784915,5.747126436781609,1.6613431447906202,4.769823862260785,3.5773678966955886,39.70449348775013
J. Bahay,ADMU,47.714285714285715,14.0,23.377380952385714,1.0436839137680205,17.229750980312556,0.4828295222375952,0.6414257284667108,-0.15859620622911558,6.928571428571429,5.385714285714285,39.669861554845575,35.11904761904761,0.7933972310969115,0.26785714285714285,5.963153516108931,2.981108692629339,9.609146899134842,9.232815774695641,43.0766204266266,20.47005307050796,3.7615175378389654,8.339651250947687,2.4545454545454546,0.4090909090909091,4.383162363264108,30.188091903652374,,0.0,47.29203539823009,87.53272023806784,99.74165357654465,38.29672366543234,0.48240055192883297,42.721318544542314,5.406555981268625,1.4718362871519965,1.162099473771105,0.8715746053283288,41.776452073419684
K. Porter,ADMU,37.0,14.0,22.48452380952857,0.6872464391686195,15.2083052133064,0.4602263830103499,0.2830228701134522,0.1772035128968977,8.142857142857142,4.785714285714286,38.81201484981438,36.05769230769231,0.7762402969962876,0.3173076923076923,14.879878722401246,9.01669260101551,22.048495918798007,1.5999082558346738,6.6323390766488455,6.450688073394496,2.133211007779565,8.600917431192661,0.75,1.0,-1.9530930419430583,19.526275139070908,,40.86715325340734,36.67256637168141,84.77754406792452,92.04620545169458,38.97330317331096,0.6607691501412656,45.45272807595052,6.002554278416348,1.6613431447906202,7.17370559530665,5.380279196479988,40.18087540411894
S. Tuano,ADMU,33.857142857142854,14.0,19.20357142857143,0.971135921058042,18.08049172894426,0.2651281859522779,0.34446073184884046,-0.07933254589656258,5.785714285714286,4.814285714285715,48.9835002946376,48.660714285714285,0.979670005892752,0.48214285714285715,7.622178902464054,6.268340442999706,9.27744780587824,2.497672574790228,13.299633083131532,6.827492034592626,5.827902674510532,15.930814747382795,0.42857142857142855,0.39285714285714285,-7.6226041541517064,28.6848021144741,,0.0,33.557522123893804,84.66325994205573,98.34950263588166,42.98966362238934,0.5146684598865668,51.493120991400886,4.384844614729672,1.2857142857142858,-1.0897240186434578,-0.8172930139825934,34.31766300332004
A. Balogun,ADMU,18.833333333333332,12.0,10.995833333333332,0.1571592132764759,13.214013025280156,0.16201873472921544,0.1107699045873054,0.05124883014191003,3.8333333333333335,1.9833333333333332,41.855203619909496,29.03225806451613,0.83710407239819,0.967741935483871,15.90006682020261,13.444034447661364,18.902931736342286,0.848173893813759,3.262882973670268,3.4965034965034962,4.664956415975674,19.23076923076923,0.18181818181818182,0.36363636363636365,-7.506729402357825,19.700795028274317,,77.994990374866,18.666666666666664,83.82567650496128,93.32845125758605,42.74646102247481,0.6310486734061842,52.651600043602876,1.0217113665389528,0.8411028005792861,2.1636583989222795,1.6227437991917095,19.650058541328217
K. Ong,ADMU,10.1,10.0,7.041666666659999,0.0317442293134784,11.726119303008076,0.13319039122951634,0.12962803109854198,0.0035623601309743643,2.5,1.0699999999999998,51.91693290734825,55.55555555555556,1.038338658146965,0.8888888888888888,11.086243370032266,6.298013060487325,16.940567184197572,0.7946736943585666,3.0755970877123127,6.887052341597796,0.7946736943585665,6.887052341597796,1.0,0.0,-0.4850502075374265,9.041808361680895,,182.68826591668605,10.010619469026548,107.23680781257497,95.81008858979963,56.18518139206089,0.5735281541281465,61.61648974406339,0.4257130693912303,0.53239713749995,3.530914520028939,2.648185890021704,12.583781331873151
C. Koon,ADMU,37.916666666666664,12.0,25.570833333324998,0.00043122326187158323,10.822824698570514,0.07411234116698864,0.10937534093432436,-0.03526299976733572,5.916666666666667,3.5833333333333344,38.74318801089918,36.79245283018868,0.7748637602179836,0.24528301886792453,7.950304545916374,2.89056598561104,14.13658758413998,4.011999342272712,16.73356277476266,14.245014245014245,2.7354540970041215,9.712509712509712,1.4666666666666666,0.6666666666666666,-0.11131047345849535,20.325775002380954,,0.0,37.5811209439528,80.569818757711,97.02597392936407,35.44510258031696,0.5453458104768623,43.290476087965516,3.3205619412515963,1.1647278680300426,1.9137584747411396,1.4353188560558547,45.69625209097839
F. Edu,ADMU,9.75,8.0,4.1520833333375,-0.004103697641288355,10.571677904897703,0.030752198957168214,0.05030945027416404,-0.019557251316995823,1.0,0.575,43.40277777777778,50.0,0.8680555555555556,1.0,8.813229723713302,10.68102566201989,6.529571350006401,3.369288869702354,12.742133424029877,22.831050228310502,1.6846444348511769,11.415525114155251,2.0,1.0,1.0282674996696586,9.583953920729371,,0.0,9.663716814159292,97.89514190354252,100.50710106490102,49.826241770396095,0.4646586617506032,61.715044023691185,0.08514261387824607,0.22651564095289925,-0.28087743125813974,-0.21065807344360482,7.419963371145593
