,2PM,2PA,3PM,3PA,FTM,FTA,OFF,DEF,AST,TO,STL,BLK,PF,Fls on:,+/-,GW,GP,MINS,FGM,FGA,FG%,2P%,3P%,FT%,PTS,REB,STK
UE,112.0,250.0,49.0,174.0,77.0,139.0,78.0,206.0,127.0,105.0,48.0,26.0,159.0,144.0,2.0,28.0,7.0,1400.0,161.0,424.0,37.971698113207545,44.8,28.160919540229884,55.39568345323741,448.0,284.0,74.0
DLSU,128.0,302.0,38.0,170.0,78.0,123.0,86.0,185.0,96.0,107.0,67.0,25.0,144.0,133.0,-81.0,11.0,7.0,1400.0,166.0,472.0,35.16949152542373,42.384105960264904,22.352941176470587,63.41463414634146,448.0,271.0,92.0
NU,114.0,273.0,50.0,172.0,101.0,146.0,102.0,217.0,114.0,105.0,45.0,24.0,147.0,160.0,29.0,65.0,7.0,1400.0,164.0,445.0,36.853932584269664,41.75824175824176,29.069767441860463,69.17808219178082,479.0,319.0,69.0
ADMU,147.0,283.0,30.0,129.0,105.0,155.0,78.0,242.0,106.0,108.0,27.0,18.0,158.0,157.0,48.0,73.0,7.0,1400.0,177.0,412.0,42.96116504854369,51.9434628975265,23.25581395348837,67.74193548387096,489.0,320.0,45.0
UP,107.0,281.0,43.0,159.0,104.0,169.0,89.0,186.0,96.0,113.0,48.0,25.0,164.0,155.0,-75.0,11.0,7.0,1400.0,150.0,440.0,34.09090909090909,38.07829181494662,27.044025157232703,61.53846153846154,447.0,275.0,73.0
FEU,144.0,384.0,56.0,184.0,78.0,137.0,112.0,257.0,146.0,103.0,62.0,28.0,157.0,145.0,42.0,85.0,8.0,1600.0,200.0,568.0,35.2112676056338,37.5,30.434782608695652,56.934306569343065,534.0,369.0,90.0
UST,138.0,287.0,42.0,159.0,91.0,132.0,77.0,207.0,117.0,94.0,41.0,25.0,138.0,147.0,6.0,40.0,7.0,1400.0,180.0,446.0,40.35874439461883,48.08362369337979,26.41509433962264,68.93939393939394,493.0,284.0,66.0
AdU,125.0,325.0,55.0,198.0,96.0,147.0,111.0,235.0,123.0,103.0,61.0,18.0,148.0,162.0,29.0,63.0,8.0,1600.0,180.0,523.0,34.41682600382409,38.46153846153846,27.77777777777778,65.3061224489796,511.0,346.0,79.0
League,126.875,298.125,45.375,168.125,91.25,143.5,91.625,216.875,115.625,104.75,49.875,23.625,151.875,150.375,0.0,47.0,7.25,1450.0,172.25,466.25,36.943699731903486,42.55765199161426,26.98884758364312,63.58885017421603,481.125,308.5,73.5
