,2PM,2PA,3PM,3PA,FTM,FTA,OFF,DEF,AST,TO,STL,BLK,PF,Fls on:,+/-,GW,GP,MINS,FGM,FGA,FG%,2P%,3P%,FT%,PTS,REB,STK
DLSU,60.0,137.0,10.0,68.0,38.0,55.0,41.0,78.0,45.0,44.0,28.0,7.0,53.0,56.0,-46.0,0.0,3.0,600.0,70.0,205.0,34.146341463414636,43.7956204379562,14.705882352941176,69.0909090909091,188.0,119.0,35.0
NU,78.0,169.0,25.0,90.0,63.0,87.0,62.0,127.0,75.0,67.0,27.0,15.0,77.0,92.0,31.0,39.0,4.0,800.0,103.0,259.0,39.76833976833977,46.15384615384615,27.77777777777778,72.41379310344827,294.0,189.0,42.0
UP,53.0,129.0,12.0,63.0,52.0,93.0,45.0,70.0,40.0,40.0,22.0,10.0,75.0,76.0,-53.0,0.0,3.0,600.0,65.0,192.0,33.854166666666664,41.08527131782946,19.047619047619047,55.913978494623656,194.0,115.0,32.0
AdU,47.0,118.0,23.0,85.0,22.0,36.0,37.0,90.0,58.0,40.0,24.0,2.0,53.0,47.0,5.0,14.0,3.0,600.0,70.0,203.0,34.48275862068966,39.83050847457627,27.058823529411764,61.111111111111114,185.0,127.0,26.0
FEU,47.0,128.0,17.0,68.0,32.0,55.0,42.0,94.0,46.0,41.0,27.0,15.0,56.0,58.0,19.0,43.0,3.0,600.0,64.0,196.0,32.6530612244898,36.71875,25.0,58.18181818181818,177.0,136.0,42.0
UE,55.0,122.0,21.0,70.0,29.0,56.0,38.0,97.0,61.0,45.0,16.0,11.0,70.0,61.0,20.0,28.0,3.0,600.0,76.0,192.0,39.583333333333336,45.08196721311475,30.0,51.785714285714285,202.0,135.0,27.0
ADMU,69.0,134.0,16.0,66.0,39.0,58.0,46.0,104.0,60.0,44.0,14.0,9.0,74.0,63.0,39.0,39.0,3.0,600.0,85.0,200.0,42.5,51.492537313432834,24.242424242424242,67.24137931034483,225.0,150.0,23.0
UST,67.0,152.0,23.0,92.0,49.0,68.0,37.0,115.0,60.0,50.0,20.0,12.0,81.0,82.0,-15.0,14.0,4.0,800.0,90.0,244.0,36.885245901639344,44.078947368421055,25.0,72.05882352941177,252.0,152.0,32.0
League,59.5,136.125,18.375,75.25,40.5,63.5,43.5,96.875,55.625,46.375,22.25,10.125,67.375,66.875,0.0,22.125,3.25,650.0,77.875,211.375,36.8421052631579,43.70982552800734,24.41860465116279,63.77952755905512,214.625,140.375,32.375
