,2PM,2PA,3PM,3PA,FTM,FTA,OFF,DEF,AST,TO,STL,BLK,PF,Fls on:,+/-,GW,GP,MINS,FGM,FGA,FG%,2P%,3P%,FT%,PTS,REB,STK
ADMU,162.0,317.0,40.0,162.0,113.0,171.0,92.0,270.0,127.0,122.0,30.0,22.0,184.0,177.0,46.0,73.0,8.0,1600.0,202.0,479.0,42.17118997912317,51.10410094637224,24.691358024691358,66.08187134502924,557.0,362.0,52.0
DLSU,170.0,389.0,52.0,223.0,107.0,172.0,103.0,239.0,119.0,134.0,91.0,28.0,191.0,173.0,-97.0,11.0,9.0,1800.0,222.0,612.0,36.27450980392157,43.70179948586118,23.318385650224215,62.2093023255814,603.0,342.0,119.0
AdU,125.0,325.0,55.0,198.0,96.0,147.0,111.0,235.0,123.0,103.0,61.0,18.0,148.0,162.0,29.0,63.0,8.0,1600.0,180.0,523.0,34.41682600382409,38.46153846153846,27.77777777777778,65.3061224489796,511.0,346.0,79.0
UE,130.0,293.0,57.0,196.0,94.0,167.0,99.0,237.0,149.0,122.0,49.0,32.0,177.0,164.0,11.0,40.0,8.0,1600.0,187.0,489.0,38.241308793456035,44.36860068259386,29.081632653061224,56.287425149700596,525.0,336.0,81.0
UST,179.0,364.0,63.0,210.0,123.0,172.0,97.0,279.0,160.0,140.0,56.0,35.0,182.0,186.0,23.0,67.0,9.0,1800.0,242.0,574.0,42.1602787456446,49.175824175824175,30.0,71.51162790697674,670.0,376.0,91.0
UP,125.0,323.0,52.0,194.0,114.0,186.0,107.0,201.0,110.0,124.0,58.0,27.0,180.0,173.0,-85.0,11.0,8.0,1600.0,177.0,517.0,34.23597678916828,38.69969040247678,26.804123711340207,61.29032258064516,520.0,308.0,85.0
FEU,164.0,435.0,60.0,197.0,84.0,146.0,122.0,285.0,160.0,115.0,64.0,30.0,177.0,154.0,35.0,85.0,9.0,1800.0,224.0,632.0,35.44303797468354,37.701149425287355,30.456852791878173,57.534246575342465,592.0,407.0,94.0
NU,154.0,362.0,59.0,212.0,129.0,192.0,132.0,272.0,140.0,127.0,57.0,29.0,176.0,206.0,38.0,87.0,9.0,1800.0,213.0,574.0,37.10801393728223,42.5414364640884,27.830188679245282,67.1875,614.0,404.0,86.0
League,151.125,351.0,54.75,199.0,107.5,169.125,107.875,252.25,136.0,123.375,58.25,27.625,176.875,174.375,0.0,54.625,8.5,1700.0,205.875,550.0,37.43181818181818,43.05555555555556,27.512562814070353,63.562453806356245,574.0,360.125,85.875
