TEAM,MINS,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP,W,L,FG%,2P%,3P%,FT%
ADMU,2225.0,237.0,718.0,159.0,406.0,78.0,312.0,138.0,245.0,690.0,135.0,269.0,404.0,172.0,117.0,78.0,21.0,99.0,232.0,242.0,-86.0,36.0,11.0,3.0,8.0,33.008356545961,39.16256157635468,25.0,56.326530612244895
AdU,2225.0,218.0,658.0,146.0,397.0,72.0,261.0,123.0,197.0,631.0,134.0,343.0,477.0,152.0,191.0,73.0,47.0,120.0,213.0,203.0,-57.0,54.0,11.0,4.0,7.0,33.130699088145896,36.77581863979849,27.586206896551722,62.43654822335025
DLSU,2225.0,301.0,731.0,207.0,458.0,94.0,273.0,154.0,230.0,850.0,170.0,369.0,539.0,237.0,210.0,77.0,38.0,115.0,220.0,223.0,137.0,128.0,11.0,10.0,1.0,41.1764705882353,45.19650655021834,34.43223443223443,66.95652173913044
FEU,2250.0,254.0,726.0,207.0,501.0,47.0,225.0,131.0,194.0,686.0,141.0,359.0,500.0,134.0,163.0,71.0,43.0,114.0,184.0,210.0,-36.0,42.0,11.0,4.0,7.0,34.98622589531681,41.31736526946108,20.88888888888889,67.52577319587628
NU,2000.0,231.0,664.0,180.0,447.0,51.0,217.0,121.0,185.0,634.0,137.0,275.0,412.0,135.0,136.0,64.0,22.0,86.0,227.0,199.0,-54.0,29.0,10.0,2.0,8.0,34.78915662650602,40.26845637583892,23.502304147465438,65.4054054054054
UE,2200.0,236.0,656.0,164.0,412.0,72.0,244.0,132.0,211.0,676.0,114.0,298.0,412.0,145.0,159.0,82.0,29.0,111.0,228.0,221.0,-11.0,72.0,11.0,6.0,5.0,35.97560975609756,39.80582524271845,29.508196721311474,62.55924170616114
UP,2000.0,282.0,642.0,222.0,435.0,60.0,207.0,126.0,201.0,750.0,123.0,312.0,435.0,186.0,156.0,76.0,42.0,118.0,216.0,215.0,124.0,129.0,10.0,9.0,1.0,43.925233644859816,51.03448275862069,28.985507246376812,62.6865671641791
UST,2225.0,287.0,733.0,200.0,415.0,87.0,318.0,129.0,195.0,790.0,125.0,313.0,438.0,191.0,156.0,79.0,24.0,103.0,226.0,210.0,-17.0,63.0,11.0,5.0,6.0,39.15416098226466,48.19277108433735,27.358490566037737,66.15384615384616
League,2168.75,255.75,691.0,185.625,433.875,70.125,257.125,131.75,207.25,713.375,134.875,317.25,452.125,169.0,161.0,75.0,33.25,108.25,218.25,215.375,0.0,69.125,10.75,5.375,5.375,37.01157742402315,42.78305963699222,27.272727272727273,63.57056694813028
